0.73,-0.67,-0.42,1.13,0.99,-0.57,0.39,-0.96,-0.61,-0.69,-2.3
0.59,0.79,1.44,-1.9,-0.93,-0.57,0.39,-0.96,-0.61,-0.69,-2.8
0.59,0.79,1.44,-1.9,-0.93,-0.02,0.3,0.97,-1.55,-1.16,-0.6
-0.05,-1.5,-0.67,0.49,0.21,-0.57,0.39,-0.96,-0.61,-0.69,-0.7
-0.05,-1.5,-0.67,0.49,0.21,-0.9,0.87,-0.36,1.08,1.95,-1.8
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-2.3
-1.62,-0.52,-0.67,1.02,1.47,-0.57,0.39,-0.96,-0.61,-0.69,-0.1
-1.62,-0.52,-0.67,1.02,1.47,-0.9,0.87,-0.36,1.08,1.95,-1.3
-0.64,-1.19,-0.65,0.68,-0.13,-0.57,0.39,-0.96,-0.61,-0.69,-0.1
-0.64,-1.19,-0.65,0.68,-0.13,-0.9,0.87,-0.36,1.08,1.95,-1.4
0.65,0.84,1.25,-0.99,-1.9,-0.57,0.39,-0.96,-0.61,-0.69,-2.4
0.59,0.79,1.44,-1.9,-0.93,-0.57,0.39,-0.96,-0.61,-0.69,-2.0
0.59,0.79,1.44,-1.9,-0.93,-0.02,0.3,0.97,-1.55,-1.16,-0.6
-0.05,-1.5,-0.67,0.49,0.21,-0.57,0.39,-0.96,-0.61,-0.69,0.0
-0.05,-1.5,-0.67,0.49,0.21,-0.9,0.87,-0.36,1.08,1.95,-1.3
0.65,0.84,1.25,-0.99,-1.9,-0.57,0.39,-0.96,-0.61,-0.69,-2.8
-0.57,0.39,-0.96,-0.61,-0.69,-0.9,0.87,-0.36,1.08,1.95,-1.1
1.87,1.04,1.28,-0.61,-0.16,-0.57,0.39,-0.96,-0.61,-0.69,-2.8
1.87,1.04,1.28,-0.61,-0.16,0.65,0.84,1.25,-0.99,-1.9,0.5
-1.62,-0.52,-0.67,1.02,1.47,-0.57,0.39,-0.96,-0.61,-0.69,0.7
-1.62,-0.52,-0.67,1.02,1.47,-0.9,0.87,-0.36,1.08,1.95,-0.3
1.38,1.69,1.91,1.07,-0.05,1.87,1.04,1.28,-0.61,-0.16,-2.1
-0.64,-1.19,-0.65,0.68,-0.13,-0.57,0.39,-0.96,-0.61,-0.69,-0.4
-0.64,-1.19,-0.65,0.68,-0.13,-0.9,0.87,-0.36,1.08,1.95,-1.3
0.65,0.84,1.25,-0.99,-1.9,-0.57,0.39,-0.96,-0.61,-0.69,-3.8
-0.05,-1.5,-0.67,0.49,0.21,-0.57,0.39,-0.96,-0.61,-0.69,0.4
-0.05,-1.5,-0.67,0.49,0.21,-0.9,0.87,-0.36,1.08,1.95,-0.7
-0.57,0.39,-0.96,-0.61,-0.69,-0.9,0.87,-0.36,1.08,1.95,-2.6
-0.57,0.39,-0.96,-0.61,-0.69,-0.9,0.87,-0.36,1.08,1.95,-1.8
-0.4,-0.83,-0.61,1.26,-0.28,-0.57,0.39,-0.96,-0.61,-0.69,0.0
-0.02,0.3,0.97,-1.55,-1.16,0.59,0.79,1.44,-1.9,-0.93,-1.2
-0.05,-1.5,-0.67,0.49,0.21,-0.64,-1.59,-0.39,0.69,1.04,-0.96
-0.04,-0.3,-0.82,-1.02,-0.04,0.73,-0.67,-0.42,1.13,0.99,-0.9
-0.04,-0.3,-0.82,-1.02,-0.04,0.73,-0.67,-0.42,1.13,0.99,-2.13
-0.7,-0.63,-1.47,1.02,1.06,-1.62,-0.52,-0.67,1.02,1.47,-2.15
0.59,0.79,1.44,-1.9,-0.93,1.87,1.04,1.28,-0.61,-0.16,-1.91
0.73,-0.67,-0.42,1.13,0.99,-1.62,-0.52,-0.67,1.02,1.47,-1.6
0.73,-0.67,-0.42,1.13,0.99,-0.7,-0.63,-1.47,1.02,1.06,-5.0
0.07,2.04,0.65,-1.13,-0.39,-0.57,0.39,-0.96,-0.61,-0.69,-0.45
0.07,2.04,0.65,-1.13,-0.39,-0.39,-0.27,-1.51,-0.25,0.31,-2.44
0.07,2.04,0.65,-1.13,-0.39,-0.57,0.39,-0.96,-0.61,-0.69,-1.12
0.07,2.04,0.65,-1.13,-0.39,1.87,1.04,1.28,-0.61,-0.16,-0.9
0.07,2.04,0.65,-1.13,-0.39,-0.9,0.87,-0.36,1.08,1.95,-0.02
0.07,2.04,0.65,-1.13,-0.39,-0.4,-0.83,-0.61,1.26,-0.28,-1.69
0.07,2.04,0.65,-1.13,-0.39,-0.39,-0.27,-1.51,-0.25,0.31,-1.44
0.07,2.04,0.65,-1.13,-0.39,1.38,1.69,1.91,1.07,-0.05,-2.25
0.07,2.04,0.65,-1.13,-0.39,1.75,0.11,0.65,0.21,-0.41,-1.05
0.07,2.04,0.65,-1.13,-0.39,-0.57,0.39,-0.96,-0.61,-0.69,-1.21
0.07,2.04,0.65,-1.13,-0.39,-0.39,-0.27,-1.51,-0.25,0.31,-0.99
0.07,2.04,0.65,-1.13,-0.39,-0.57,0.39,-0.96,-0.61,-0.69,-1.68
0.07,2.04,0.65,-1.13,-0.39,-0.57,0.39,-0.96,-0.61,-0.69,1.06
0.07,2.04,0.65,-1.13,-0.39,-0.39,-0.27,-1.51,-0.25,0.31,-1.79
-1.62,-0.52,-0.67,1.02,1.47,0.73,-0.67,-0.42,1.13,0.99,-1.4
-0.9,0.87,-0.36,1.08,1.95,-0.02,0.3,0.97,-1.55,-1.16,-2.4
1.87,1.04,1.28,-0.61,-0.16,0.65,0.84,1.25,-0.99,-1.9,-0.8
-0.4,-0.83,-0.61,1.26,-0.28,-0.9,0.87,-0.36,1.08,1.95,-0.1
0.59,0.79,1.44,-1.9,-0.93,0.07,2.04,0.65,-1.13,-0.39,-0.44
0.59,0.79,1.44,-1.9,-0.93,1.38,1.69,1.91,1.07,-0.05,-0.25
0.59,0.79,1.44,-1.9,-0.93,1.38,1.69,1.91,1.07,-0.05,-0.2
-0.02,0.3,0.97,-1.55,-1.16,0.07,2.04,0.65,-1.13,-0.39,-0.25
1.75,0.11,0.65,0.21,-0.41,1.87,1.04,1.28,-0.61,-0.16,1.04
1.75,0.11,0.65,0.21,-0.41,0.59,0.79,1.44,-1.9,-0.93,-2.24
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-2.63
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-1.84
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-0.28
1.87,1.04,1.28,-0.61,-0.16,0.65,0.84,1.25,-0.99,-1.9,-1.29
1.75,0.11,0.65,0.21,-0.41,-0.57,0.39,-0.96,-0.61,-0.69,0.1
-0.57,0.39,-0.96,-0.61,-0.69,-0.9,0.87,-0.36,1.08,1.95,-1.65
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-2.54
1.38,1.69,1.91,1.07,-0.05,1.87,1.04,1.28,-0.61,-0.16,-0.02
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-1.63
-0.04,-0.3,-0.82,-1.02,-0.04,-0.57,0.39,-0.96,-0.61,-0.69,-1.84
-0.9,0.87,-0.36,1.08,1.95,-0.57,0.39,-0.96,-0.61,-0.69,-1.73
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-1.87
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-1.88
1.38,1.69,1.91,1.07,-0.05,-0.57,0.39,-0.96,-0.61,-0.69,-1.5
0.59,0.79,1.44,-1.9,-0.93,-0.02,0.3,0.97,-1.55,-1.16,-1.41
-0.04,-0.3,-0.82,-1.02,-0.04,-0.39,-0.27,-1.51,-0.25,0.31,-1.41
-0.64,-1.59,-0.39,0.69,1.04,-1.62,-0.52,-0.67,1.02,1.47,-1.51
0.59,0.79,1.44,-1.9,-0.93,-0.02,0.3,0.97,-1.55,-1.16,-1.57
0.65,0.84,1.25,-0.99,-1.9,-0.57,0.39,-0.96,-0.61,-0.69,-1.67
-0.05,-1.5,-0.67,0.49,0.21,-0.9,0.87,-0.36,1.08,1.95,0.22
-0.4,-0.83,-0.61,1.26,-0.28,-0.9,0.87,-0.36,1.08,1.95,0.27
-0.4,-0.83,-0.61,1.26,-0.28,-0.9,0.87,-0.36,1.08,1.95,-0.64
-0.64,-1.59,-0.39,0.69,1.04,-0.9,0.87,-0.36,1.08,1.95,-0.57
0.65,0.84,1.25,-0.99,-1.9,-0.05,-1.5,-0.67,0.49,0.21,-0.9
-1.62,-0.52,-0.67,1.02,1.47,-0.9,0.87,-0.36,1.08,1.95,-1.35
-0.4,-0.83,-0.61,1.26,-0.28,-0.9,0.87,-0.36,1.08,1.95,-1.04
-0.64,-1.19,-0.65,0.68,-0.13,-0.9,0.87,-0.36,1.08,1.95,-1.23
-0.64,-1.19,-0.65,0.68,-0.13,-0.04,-0.3,-0.82,-1.02,-0.04,-0.6
-0.64,-1.59,-0.39,0.69,1.04,-0.9,0.87,-0.36,1.08,1.95,-0.43
-0.64,-1.59,-0.39,0.69,1.04,-0.9,0.87,-0.36,1.08,1.95,-0.84
-0.7,-0.63,-1.47,1.02,1.06,-0.9,0.87,-0.36,1.08,1.95,0.23
-0.39,-0.27,-1.51,-0.25,0.31,-0.9,0.87,-0.36,1.08,1.95,-0.24
-0.05,-1.5,-0.67,0.49,0.21,-0.9,0.87,-0.36,1.08,1.95,-0.65
-0.64,-1.19,-0.65,0.68,-0.13,-0.9,0.87,-0.36,1.08,1.95,-0.73
-0.64,-1.19,-0.65,0.68,-0.13,-0.9,0.87,-0.36,1.08,1.95,-0.57
-0.64,-1.59,-0.39,0.69,1.04,-0.9,0.87,-0.36,1.08,1.95,-1.14
-0.02,0.3,0.97,-1.55,-1.16,0.59,0.79,1.44,-1.9,-0.93,0.7
-0.4,-0.83,-0.61,1.26,-0.28,-0.57,0.39,-0.96,-0.61,-0.69,-0.36
-0.64,-1.19,-0.65,0.68,-0.13,-0.57,0.39,-0.96,-0.61,-0.69,0.38
-0.64,-1.59,-0.39,0.69,1.04,-0.57,0.39,-0.96,-0.61,-0.69,-0.49
1.38,1.69,1.91,1.07,-0.05,1.75,0.11,0.65,0.21,-0.41,-3.45
-1.62,-0.52,-0.67,1.02,1.47,-0.7,-0.63,-1.47,1.02,1.06,-0.44
0.59,0.79,1.44,-1.9,-0.93,-0.57,0.39,-0.96,-0.61,-0.69,-1.11
0.59,0.79,1.44,-1.9,-0.93,-0.02,0.3,0.97,-1.55,-1.16,-0.69
-0.7,-0.63,-1.47,1.02,1.06,-0.57,0.39,-0.96,-0.61,-0.69,-1.83
-0.04,-0.3,-0.82,-1.02,-0.04,-0.57,0.39,-0.96,-0.61,-0.69,-2.21
-0.04,-0.3,-0.82,-1.02,-0.04,-1.62,-0.52,-0.67,1.02,1.47,0.11
-0.04,-0.3,-0.82,-1.02,-0.04,-0.64,-1.59,-0.39,0.69,1.04,-0.27
-0.04,-0.3,-0.82,-1.02,-0.04,-0.9,0.87,-0.36,1.08,1.95,-1.09
-0.04,-0.3,-0.82,-1.02,-0.04,0.73,-0.67,-0.42,1.13,0.99,-2.06
-0.04,-0.3,-0.82,-1.02,-0.04,-0.7,-0.63,-1.47,1.02,1.06,-1.27
-0.04,-0.3,-0.82,-1.02,-0.04,-0.05,-1.5,-0.67,0.49,0.21,-1.87
-0.04,-0.3,-0.82,-1.02,-0.04,-0.39,-0.27,-1.51,-0.25,0.31,-0.22
1.87,1.04,1.28,-0.61,-0.16,0.65,0.84,1.25,-0.99,-1.9,-4.35
-1.62,-0.52,-0.67,1.02,1.47,-0.57,0.39,-0.96,-0.61,-0.69,-0.8
-1.62,-0.52,-0.67,1.02,1.47,-0.9,0.87,-0.36,1.08,1.95,-1.23
-1.62,-0.52,-0.67,1.02,1.47,-0.39,-0.27,-1.51,-0.25,0.31,-0.84
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-3.46
-0.02,0.3,0.97,-1.55,-1.16,-0.04,-0.3,-0.82,-1.02,-0.04,-2.37
-1.62,-0.52,-0.67,1.02,1.47,-0.57,0.39,-0.96,-0.61,-0.69,-0.09
-1.62,-0.52,-0.67,1.02,1.47,-0.9,0.87,-0.36,1.08,1.95,-0.76
-1.62,-0.52,-0.67,1.02,1.47,-0.39,-0.27,-1.51,-0.25,0.31,-0.77
1.75,0.11,0.65,0.21,-0.41,-0.57,0.39,-0.96,-0.61,-0.69,-3.49
1.75,0.11,0.65,0.21,-0.41,1.87,1.04,1.28,-0.61,-0.16,-0.52
0.65,0.84,1.25,-0.99,-1.9,-0.57,0.39,-0.96,-0.61,-0.69,-4.51
-0.05,-1.5,-0.67,0.49,0.21,0.59,0.79,1.44,-1.9,-0.93,1.19
-0.04,-0.3,-0.82,-1.02,-0.04,-0.57,0.39,-0.96,-0.61,-0.69,-0.38
-0.04,-0.3,-0.82,-1.02,-0.04,-0.9,0.87,-0.36,1.08,1.95,-1.48
-0.04,-0.3,-0.82,-1.02,-0.04,-0.4,-0.83,-0.61,1.26,-0.28,0.24
-0.04,-0.3,-0.82,-1.02,-0.04,-0.39,-0.27,-1.51,-0.25,0.31,-1.66
1.75,0.11,0.65,0.21,-0.41,-0.57,0.39,-0.96,-0.61,-0.69,-2.12
1.75,0.11,0.65,0.21,-0.41,1.87,1.04,1.28,-0.61,-0.16,-0.44
1.75,0.11,0.65,0.21,-0.41,-0.9,0.87,-0.36,1.08,1.95,-4.02
1.75,0.11,0.65,0.21,-0.41,-0.39,-0.27,-1.51,-0.25,0.31,-2.28
0.73,-0.67,-0.42,1.13,0.99,-0.57,0.39,-0.96,-0.61,-0.69,-1.99
0.73,-0.67,-0.42,1.13,0.99,-1.62,-0.52,-0.67,1.02,1.47,-2.38
0.73,-0.67,-0.42,1.13,0.99,-0.9,0.87,-0.36,1.08,1.95,-0.65
0.73,-0.67,-0.42,1.13,0.99,-0.64,-1.19,-0.65,0.68,-0.13,-1.05
0.73,-0.67,-0.42,1.13,0.99,-0.7,-0.63,-1.47,1.02,1.06,-1.74
0.73,-0.67,-0.42,1.13,0.99,-0.05,-1.5,-0.67,0.49,0.21,-1.52
0.73,-0.67,-0.42,1.13,0.99,-0.4,-0.83,-0.61,1.26,-0.28,-1.09
0.73,-0.67,-0.42,1.13,0.99,-0.39,-0.27,-1.51,-0.25,0.31,-2.19
-0.64,-1.19,-0.65,0.68,-0.13,-0.4,-0.83,-0.61,1.26,-0.28,0.54
-1.62,-0.52,-0.67,1.02,1.47,0.76,0.05,0.06,-0.62,-1.59,-0.27
-0.7,-0.63,-1.47,1.02,1.06,-0.57,0.39,-0.96,-0.61,-0.69,-2.27
1.75,0.11,0.65,0.21,-0.41,1.87,1.04,1.28,-0.61,-0.16,0.05
0.59,0.79,1.44,-1.9,-0.93,-0.57,0.39,-0.96,-0.61,-0.69,-3.59
0.59,0.79,1.44,-1.9,-0.93,-0.02,0.3,0.97,-1.55,-1.16,-1.05
-0.04,-0.3,-0.82,-1.02,-0.04,-0.57,0.39,-0.96,-0.61,-0.69,-1.95
-0.04,-0.3,-0.82,-1.02,-0.04,-1.62,-0.52,-0.67,1.02,1.47,-0.04
-0.04,-0.3,-0.82,-1.02,-0.04,-0.64,-1.59,-0.39,0.69,1.04,-0.05
-0.04,-0.3,-0.82,-1.02,-0.04,-0.9,0.87,-0.36,1.08,1.95,-1.48
-0.04,-0.3,-0.82,-1.02,-0.04,-0.7,-0.63,-1.47,1.02,1.06,-1.29
-0.04,-0.3,-0.82,-1.02,-0.04,-0.05,-1.5,-0.67,0.49,0.21,-1.72
-0.04,-0.3,-0.82,-1.02,-0.04,-0.39,-0.27,-1.51,-0.25,0.31,-0.56
-0.04,-0.3,-0.82,-1.02,-0.04,-0.02,0.3,0.97,-1.55,-1.16,-2.31
-0.64,-1.19,-0.65,0.68,-0.13,-0.57,0.39,-0.96,-0.61,-0.69,0.44
-0.64,-1.19,-0.65,0.68,-0.13,-0.9,0.87,-0.36,1.08,1.95,-0.3
-0.39,-0.27,-1.51,-0.25,0.31,-0.57,0.39,-0.96,-0.61,-0.69,0.5
-0.39,-0.27,-1.51,-0.25,0.31,-0.64,-1.59,-0.39,0.69,1.04,0.5
-0.39,-0.27,-1.51,-0.25,0.31,-0.9,0.87,-0.36,1.08,1.95,-0.47
-0.64,-1.59,-0.39,0.69,1.04,-0.57,0.39,-0.96,-0.61,-0.69,-1.28
-0.64,-1.59,-0.39,0.69,1.04,-0.9,0.87,-0.36,1.08,1.95,-1.91
-0.64,-1.59,-0.39,0.69,1.04,-0.05,-1.5,-0.67,0.49,0.21,-0.11
-0.64,-1.59,-0.39,0.69,1.04,-0.39,-0.27,-1.51,-0.25,0.31,-1.22
-0.05,-1.5,-0.67,0.49,0.21,-0.57,0.39,-0.96,-0.61,-0.69,-0.03
-0.05,-1.5,-0.67,0.49,0.21,-0.9,0.87,-0.36,1.08,1.95,-1.04
-0.05,-1.5,-0.67,0.49,0.21,-0.39,-0.27,-1.51,-0.25,0.31,0.0
-0.57,0.39,-0.96,-0.61,-0.69,0.07,2.04,0.65,-1.13,-0.39,-1.42
-0.57,0.39,-0.96,-0.61,-0.69,-1.62,-0.52,-0.67,1.02,1.47,-0.56
-0.57,0.39,-0.96,-0.61,-0.69,-0.64,-1.59,-0.39,0.69,1.04,-0.24
-0.57,0.39,-0.96,-0.61,-0.69,1.87,1.04,1.28,-0.61,-0.16,-0.56
-0.57,0.39,-0.96,-0.61,-0.69,-0.9,0.87,-0.36,1.08,1.95,-0.82
-0.57,0.39,-0.96,-0.61,-0.69,0.73,-0.67,-0.42,1.13,0.99,-0.75
-0.57,0.39,-0.96,-0.61,-0.69,0.59,0.79,1.44,-1.9,-0.93,-0.74
-0.57,0.39,-0.96,-0.61,-0.69,-0.64,-1.19,-0.65,0.68,-0.13,-0.15
-0.57,0.39,-0.96,-0.61,-0.69,0.65,0.84,1.25,-0.99,-1.9,-0.11
-0.57,0.39,-0.96,-0.61,-0.69,0.76,0.05,0.06,-0.62,-1.59,-0.19
-0.57,0.39,-0.96,-0.61,-0.69,-0.7,-0.63,-1.47,1.02,1.06,-0.51
-0.57,0.39,-0.96,-0.61,-0.69,-0.05,-1.5,-0.67,0.49,0.21,-0.43
-0.57,0.39,-0.96,-0.61,-0.69,-0.4,-0.83,-0.61,1.26,-0.28,-0.15
-0.57,0.39,-0.96,-0.61,-0.69,-0.39,-0.27,-1.51,-0.25,0.31,-0.28
-0.57,0.39,-0.96,-0.61,-0.69,-0.04,-0.3,-0.82,-1.02,-0.04,-0.64
-0.57,0.39,-0.96,-0.61,-0.69,-0.02,0.3,0.97,-1.55,-1.16,-0.62
-0.57,0.39,-0.96,-0.61,-0.69,1.38,1.69,1.91,1.07,-0.05,-1.07
-0.57,0.39,-0.96,-0.61,-0.69,1.75,0.11,0.65,0.21,-0.41,-0.75
0.65,0.84,1.25,-0.99,-1.9,-0.05,-1.5,-0.67,0.49,0.21,-1.34
-0.9,0.87,-0.36,1.08,1.95,-0.57,0.39,-0.96,-0.61,-0.69,-2.91
-0.9,0.87,-0.36,1.08,1.95,-1.62,-0.52,-0.67,1.02,1.47,-3.3
-0.9,0.87,-0.36,1.08,1.95,0.73,-0.67,-0.42,1.13,0.99,-2.62
-0.9,0.87,-0.36,1.08,1.95,-0.64,-1.19,-0.65,0.68,-0.13,-2.91
-0.9,0.87,-0.36,1.08,1.95,-0.7,-0.63,-1.47,1.02,1.06,-2.72
-0.9,0.87,-0.36,1.08,1.95,-0.4,-0.83,-0.61,1.26,-0.28,-2.61
-0.9,0.87,-0.36,1.08,1.95,-0.39,-0.27,-1.51,-0.25,0.31,-3.05
-0.9,0.87,-0.36,1.08,1.95,-0.04,-0.3,-0.82,-1.02,-0.04,-3.28
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-1.4
-0.02,0.3,0.97,-1.55,-1.16,-0.04,-0.3,-0.82,-1.02,-0.04,-1.11
-0.7,-0.63,-1.47,1.02,1.06,-1.62,-0.52,-0.67,1.02,1.47,-2.54
-1.62,-0.52,-0.67,1.02,1.47,-0.64,-1.59,-0.39,0.69,1.04,-0.11
-0.02,0.3,0.97,-1.55,-1.16,-0.57,0.39,-0.96,-0.61,-0.69,-1.61
-0.02,0.3,0.97,-1.55,-1.16,-0.04,-0.3,-0.82,-1.02,-0.04,-2.34
0.59,0.79,1.44,-1.9,-0.93,-0.57,0.39,-0.96,-0.61,-0.69,-4.71
0.59,0.79,1.44,-1.9,-0.93,-0.02,0.3,0.97,-1.55,-1.16,-1.66
-0.9,0.87,-0.36,1.08,1.95,-0.57,0.39,-0.96,-0.61,-0.69,-3.4
-1.62,-0.52,-0.67,1.02,1.47,-0.57,0.39,-0.96,-0.61,-0.69,-3.04
-1.62,-0.52,-0.67,1.02,1.47,-0.7,-0.63,-1.47,1.02,1.06,-2.42
0.59,0.79,1.44,-1.9,-0.93,-0.57,0.39,-0.96,-0.61,-0.69,-1.29
0.59,0.79,1.44,-1.9,-0.93,-0.04,-0.3,-0.82,-1.02,-0.04,-0.94
0.59,0.79,1.44,-1.9,-0.93,-0.02,0.3,0.97,-1.55,-1.16,-0.37
-0.39,-0.27,-1.51,-0.25,0.31,-0.57,0.39,-0.96,-0.61,-0.69,0.15
-0.7,-0.63,-1.47,1.02,1.06,-0.57,0.39,-0.96,-0.61,-0.69,-2.27
-0.7,-0.63,-1.47,1.02,1.06,-1.62,-0.52,-0.67,1.02,1.47,0.4
-0.4,-0.83,-0.61,1.26,-0.28,-0.57,0.39,-0.96,-0.61,-0.69,0.64
-0.64,-1.19,-0.65,0.68,-0.13,-0.4,-0.83,-0.61,1.26,-0.28,-0.35
-0.9,0.87,-0.36,1.08,1.95,-0.39,-0.27,-1.51,-0.25,0.31,0.74
-0.64,-1.19,-0.65,0.68,-0.13,-0.57,0.39,-0.96,-0.61,-0.69,0.59
-0.4,-0.83,-0.61,1.26,-0.28,-0.64,-1.19,-0.65,0.68,-0.13,-3.2
